df	dm	muf	mum	nfa	nfb	nma	nmb	u	m	sexes	patch_type	fec_or_mor	critical_b	c	r_ff	r_mf	r_fm	r_mm	age
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	FECUNDITY	0.00162720374654417	1e-05	0.00474387797839853	0.0356974969476893	0.0311760935270848	0.0508998538400464	8
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	FECUNDITY	0.00129350574503407	1e-05	0.00477820092388153	0.0388882294088466	0.0284317984548029	0.0507710071080218	9
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	FECUNDITY	0.00108910454683701	1e-05	0.00481316173863514	0.0418139788317926	0.0259555569225527	0.0505703119999674	10
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	FECUNDITY	0.000951470433619085	1e-05	0.00484836496993856	0.0444968358668637	0.0237211015182539	0.0503121023017226	11
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	FECUNDITY	0.000852792559864160	1e-05	0.00488348173682247	0.0469570412662066	0.0217047461847420	0.0500086752620196	12
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	FECUNDITY	0.000778819005721949	1e-05	0.00491824087058486	0.0492131416061366	0.0198851319135287	0.0496705461348264	13
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	FECUNDITY	0.000721490948801285	1e-05	0.00495242112071491	0.0512821318221816	0.0182429975461127	0.0493066729739706	14
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	FECUNDITY	0.000675908022322802	1e-05	0.00498584430506071	0.0531795856812006	0.0167609731993410	0.0489246550170558	15
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	FECUNDITY	0.000638918810630205	1e-05	0.00501836929638414	0.0549197752183663	0.0154233940773761	0.0485309076314228	16
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	FECUNDITY	0.000608404324072161	1e-05	0.00504988674932701	0.0565157800785677	0.0142161326544597	0.0481308164696469	17
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	FECUNDITY	0.000582887072544800	1e-05	0.00508031448241498	0.0579795876211921	0.0131264474123176	0.0477288731916903	18
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	FECUNDITY	0.000561305275167827	1e-05	0.00510959343918690	0.0593221845736225	0.0121428464959017	0.0473287948516572	19
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	FECUNDITY	0.000542876175850481	1e-05	0.00513768416097639	0.0605536409515257	0.0112549648131761	0.0469336288158206	20
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	FECUNDITY	0.000527009971260422	1e-05	0.00516456371139908	0.0616831869025502	0.0104534532506079	0.0465458448722561	21
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	FECUNDITY	0.000513253757596588	1e-05	0.00519022299930895	0.0627192830739020	0.00972987880749627	0.0461674160083718	22
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	FECUNDITY	0.000501253952761491	1e-05	0.00521466445296823	0.0636696850529540	0.00907663457072590	0.0457998891685069	23
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	FECUNDITY	0.000490730459308386	1e-05	0.00523790000350471	0.0645415023831515	0.00848685855822956	0.0454444471574542	24
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	FECUNDITY	0.000481458500208283	1e-05	0.00525994934047712	0.0653412526146207	0.00795436055558072	0.0451019627253501	25
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	FECUNDITY	0.000473255594284511	1e-05	0.00528083840659680	0.0660749108097130	0.00747355615673990	0.0447730457531750	26
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	FECUNDITY	0.000465972050858587	1e-05	0.00530059810241679	0.0667479548879134	0.00703940729800472	0.0444580843545900	27
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	FECUNDITY	0.000459483921844357	1e-05	0.00531926317514797	0.0673654071618088	0.00664736864450993	0.0441572806176512	28
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	FECUNDITY	0.000453687700476517	1e-05	0.00533687126874074	0.0679318723858865	0.00629333925195790	0.0438706816278719	29
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	FECUNDITY	0.000448496281489657	1e-05	0.00535346211501928	0.0684515726125752	0.00597361898332242	0.0435982063410576	30
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.000376768473213311	1e-05	0.00457400978071225	0.00361235436305714	0.0607860398260016	0.0480061754796313	1
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.000410416203294831	1e-05	0.00458471024320570	0.00947192609003256	0.0551452399303517	0.0490237301571766	2
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.000447066196706851	1e-05	0.00460171995706099	0.0148436073953640	0.0500567030362076	0.0497824881840167	3
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.000486985966505484	1e-05	0.00462380667967451	0.0197681961473278	0.0454661998456122	0.0503215788285129	4
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.000530466836880239	1e-05	0.00464991039231188	0.0242830616048558	0.0413248398730835	0.0506751005598968	5
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.000577826060855971	1e-05	0.00467912208488563	0.0284224342159132	0.0375885446613661	0.0508727184433440	6
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.000629409126222644	1e-05	0.00471066498761960	0.0322176707599519	0.0342175730768320	0.0509401938381473	7
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.000685592266415507	1e-05	0.00474387797839853	0.0356974969476893	0.0311760935270848	0.0508998538400464	8
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.000746785194553239	1e-05	0.00477820092388153	0.0388882294088466	0.0284317984548029	0.0507710071080218	9
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.000813434080458843	1e-05	0.00481316173863514	0.0418139788317926	0.0259555569225527	0.0505703119999674	10
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.000886024792248473	1e-05	0.00484836496993856	0.0444968358668637	0.0237211015182539	0.0503121023017226	11
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.000965086425990347	1e-05	0.00488348173682247	0.0469570412662066	0.0217047461847420	0.0500086752620196	12
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.00105119514902296	1e-05	0.00491824087058486	0.0492131416061366	0.0198851319135287	0.0496705461348264	13
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.00114497838479414	1e-05	0.00495242112071491	0.0512821318221816	0.0182429975461127	0.0493066729739706	14
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.00124711936955668	1e-05	0.00498584430506071	0.0531795856812006	0.0167609731993410	0.0489246550170558	15
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.00135836211394993	1e-05	0.00501836929638414	0.0549197752183663	0.0154233940773761	0.0485309076314228	16
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.00147951680542972	1e-05	0.00504988674932701	0.0565157800785677	0.0142161326544597	0.0481308164696469	17
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.00161146569070223	1e-05	0.00508031448241498	0.0579795876211921	0.0131264474123176	0.0477288731916903	18
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.00175516948079421	1e-05	0.00510959343918690	0.0593221845736225	0.0121428464959017	0.0473287948516572	19
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.00191167432517735	1e-05	0.00513768416097639	0.0605536409515257	0.0112549648131761	0.0469336288158206	20
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.00208211940548602	1e-05	0.00516456371139908	0.0616831869025502	0.0104534532506079	0.0465458448722561	21
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.00226774520385501	1e-05	0.00519022299930895	0.0627192830739020	0.00972987880749627	0.0461674160083718	22
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.00246990250578951	1e-05	0.00521466445296823	0.0636696850529540	0.00907663457072590	0.0457998891685069	23
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.00269006220279894	1e-05	0.00523790000350471	0.0645415023831515	0.00848685855822956	0.0454444471574542	24
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.00292982596581778	1e-05	0.00525994934047712	0.0653412526146207	0.00795436055558072	0.0451019627253501	25
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.00319093786674244	1e-05	0.00528083840659680	0.0660749108097130	0.00747355615673990	0.0447730457531750	26
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.00347529703227816	1e-05	0.00530059810241679	0.0667479548879134	0.00703940729800472	0.0444580843545900	27
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.00378497142176515	1e-05	0.00531926317514797	0.0673654071618088	0.00664736864450993	0.0441572806176512	28
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.00412221282879148	1e-05	0.00533687126874074	0.0679318723858865	0.00629333925195790	0.0438706816278719	29
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	ALPHA	MORTALITY	-0.00448947321526057	1e-05	0.00535346211501928	0.0684515726125752	0.00597361898332242	0.0435982063410576	30
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	-0.00199957069730654	1e-05	0.00513663898893529	0.00693213048997142	0.0275620835423991	0.0371962990007611	1
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	-0.00237679067770017	1e-05	0.00510875834404746	0.00884552434078658	0.0255948920344317	0.0377103612640174	2
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	-0.00288822500896606	1e-05	0.00509619420804263	0.0106348037043169	0.0238119129465199	0.0381059089138740	3
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	-0.00361947589821591	1e-05	0.00509670505596873	0.0123085710000225	0.0221954510135969	0.0383986888454514	4
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	-0.00474858104118670	1e-05	0.00510831373753619	0.0138747842287870	0.0207295383563923	0.0386026471465056	5
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	-0.00671692357907915	1e-05	0.00512927876062389	0.0153408091860096	0.0193997641889903	0.0387301223036055	6
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	-0.0110018615327583	1e-05	0.00515806857556643	0.0167134671462817	0.0181931214136406	0.0387920183258001	7
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	-0.0274722506123909	1e-05	0.00519333855282795	0.0179990784332295	0.0170978684223406	0.0387979598382542	8
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	0.0674631793505863	1e-05	0.00523391037782164	0.0192035022489712	0.0161034045922739	0.0387564309905128	9
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	0.0158776676976930	1e-05	0.00527875361464917	0.0203321731022895	0.0152001581130331	0.0386748998371713	10
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	0.00923641887434230	1e-05	0.00532696921572612	0.0213901341426908	0.0143794849193372	0.0385599296806748	11
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	0.00662874516675929	1e-05	0.00537777477691042	0.0223820676786720	0.0136335776251823	0.0384172787148485	12
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	0.00523775737865328	1e-05	0.00543049135811781	0.0233123231324456	0.0129553834653953	0.0382519891718830	13
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	0.00437421130488620	1e-05	0.00548453170771945	0.0241849426598117	0.0123385303496058	0.0380684670533211	14
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	0.00378676991793431	1e-05	0.00553938974547946	0.0250036846425610	0.0117772602228195	0.0378705534157442	15
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	0.00336189365045497	1e-05	0.00559463117359000	0.0257720452415373	0.0112663690070396	0.0376615880830995	16
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	0.00304078770919281	1e-05	0.00564988509866571	0.0264932781810671	0.0108011524706437	0.0374444665688204	17
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	0.00278995606845341	1e-05	0.00570483655951854	0.0271704129197114	0.0103773574372739	0.0372216909110837	18
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	0.00258891550195004	1e-05	0.00575921986628295	0.0278062713480379	0.00999113780455595	0.0369954150527961	19
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	0.00242443557347018	1e-05	0.00581281266612305	0.0284034831412164	0.00963901489568915	0.0367674853334163	20
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	0.00228758935265298	1e-05	0.00586543065943566	0.0289644998825621	0.00931784171440487	0.0365394766017553	21
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	0.00217213505776732	1e-05	0.00591692289826642	0.0294916080635817	0.00902477071652733	0.0363127244068040	22
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	0.00207357693058516	1e-05	0.00596716760566726	0.0299869410565061	0.00875722474983635	0.0360883536768180	23
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	0.00198859449786352	1e-05	0.00601606846102372	0.0304524901466203	0.00851287084856813	0.0358673042548246	24
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	0.00191468197561550	1e-05	0.00606355130204076	0.0308901147038468	0.00828959660007259	0.0356503536209090	25
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	0.00184991276651709	1e-05	0.00610956119916065	0.0313015515659173	0.00808548882922040	0.0354381370976767	26
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	0.00179278118953874	1e-05	0.00615405986275421	0.0316884236990129	0.00789881437143111	0.0352311658047718	27
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	0.00174209342394324	1e-05	0.00619702334752943	0.0320522481958996	0.00772800272795241	0.0350298426009187	28
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	0.00169689069360465	1e-05	0.00623844002228625	0.0323944436662750	0.00757163041751339	0.0348344762273341	29
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	FECUNDITY	0.00165639409409318	1e-05	0.00627830877645509	0.0327163370692256	0.00742840685692574	0.0346452938442371	30
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00102475853196554	1e-05	0.00513663898893529	0.00693213048997142	0.0275620835423991	0.0371962990007611	1
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00108782043808140	1e-05	0.00510875834404746	0.00884552434078658	0.0255948920344317	0.0377103612640174	2
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00115469336879893	1e-05	0.00509619420804263	0.0106348037043169	0.0238119129465199	0.0381059089138740	3
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00122560636140322	1e-05	0.00509670505596873	0.0123085710000225	0.0221954510135969	0.0383986888454514	4
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00130080221470492	1e-05	0.00510831373753619	0.0138747842287870	0.0207295383563923	0.0386026471465056	5
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00138053831566674	1e-05	0.00512927876062389	0.0153408091860096	0.0193997641889903	0.0387301223036055	6
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00146508751567455	1e-05	0.00515806857556643	0.0167134671462817	0.0181931214136406	0.0387920183258001	7
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00155473905943583	1e-05	0.00519333855282795	0.0179990784332295	0.0170978684223406	0.0387979598382542	8
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00164979956966652	1e-05	0.00523391037782164	0.0192035022489712	0.0161034045922739	0.0387564309905128	9
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00175059409091807	1e-05	0.00527875361464917	0.0203321731022895	0.0152001581130331	0.0386748998371713	10
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00185746719609687	1e-05	0.00532696921572612	0.0213901341426908	0.0143794849193372	0.0385599296806748	11
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00197078415944266	1e-05	0.00537777477691042	0.0223820676786720	0.0136335776251823	0.0384172787148485	12
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00209093219995742	1e-05	0.00543049135811781	0.0233123231324456	0.0129553834653953	0.0382519891718830	13
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00221832179951730	1e-05	0.00548453170771945	0.0241849426598117	0.0123385303496058	0.0380684670533211	14
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00235338810015329	1e-05	0.00553938974547946	0.0250036846425610	0.0117772602228195	0.0378705534157442	15
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00249659238525630	1e-05	0.00559463117359000	0.0257720452415373	0.0112663690070396	0.0376615880830995	16
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00264842364974800	1e-05	0.00564988509866571	0.0264932781810671	0.0108011524706437	0.0374444665688204	17
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00280940026456089	1e-05	0.00570483655951854	0.0271704129197114	0.0103773574372739	0.0372216909110837	18
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00298007174109312	1e-05	0.00575921986628295	0.0278062713480379	0.00999113780455595	0.0369954150527961	19
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00316102060164258	1e-05	0.00581281266612305	0.0284034831412164	0.00963901489568915	0.0367674853334163	20
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00335286436218642	1e-05	0.00586543065943566	0.0289644998825621	0.00931784171440487	0.0365394766017553	21
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00355625763425428	1e-05	0.00591692289826642	0.0294916080635817	0.00902477071652733	0.0363127244068040	22
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00377189435304807	1e-05	0.00596716760566726	0.0299869410565061	0.00875722474983635	0.0360883536768180	23
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00400051013939232	1e-05	0.00601606846102372	0.0304524901466203	0.00851287084856813	0.0358673042548246	24
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00424288480355265	1e-05	0.00606355130204076	0.0308901147038468	0.00828959660007259	0.0356503536209090	25
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00449984499944484	1e-05	0.00610956119916065	0.0313015515659173	0.00808548882922040	0.0354381370976767	26
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00477226703826654	1e-05	0.00615405986275421	0.0316884236990129	0.00789881437143111	0.0352311658047718	27
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00506107987112848	1e-05	0.00619702334752943	0.0320522481958996	0.00772800272795241	0.0350298426009187	28
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00536726825083541	1e-05	0.00623844002228625	0.0323944436662750	0.00757163041751339	0.0348344762273341	29
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	F	BETA	MORTALITY	-0.00569187608357732	1e-05	0.00627830877645509	0.0327163370692256	0.00742840685692574	0.0346452938442371	30
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	M	ALPHA	FECUNDITY	9.71302458705618e-5	1e-05	0.00457400978071225	0.00361235436305714	0.0607860398260016	0.0480061754796313	1
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	M	ALPHA	FECUNDITY	9.99916837131899e-5	1e-05	0.00458471024320570	0.00947192609003256	0.0551452399303517	0.0490237301571766	2
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	M	ALPHA	FECUNDITY	0.000102833801680498	1e-05	0.00460171995706099	0.0148436073953640	0.0500567030362076	0.0497824881840167	3
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	M	ALPHA	FECUNDITY	0.000105647718625292	1e-05	0.00462380667967451	0.0197681961473278	0.0454661998456122	0.0503215788285129	4
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	M	ALPHA	FECUNDITY	0.000108424963720502	1e-05	0.00464991039231188	0.0242830616048558	0.0413248398730835	0.0506751005598968	5
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	M	ALPHA	FECUNDITY	0.000111157557247238	1e-05	0.00467912208488563	0.0284224342159132	0.0375885446613661	0.0508727184433440	6
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	M	ALPHA	FECUNDITY	0.000113838081700657	1e-05	0.00471066498761960	0.0322176707599519	0.0342175730768320	0.0509401938381473	7
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	M	ALPHA	FECUNDITY	0.000116459741677119	1e-05	0.00474387797839853	0.0356974969476893	0.0311760935270848	0.0508998538400464	8
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	M	ALPHA	FECUNDITY	0.000119016411457011	1e-05	0.00477820092388153	0.0388882294088466	0.0284317984548029	0.0507710071080218	9
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	M	ALPHA	FECUNDITY	0.000121502669664791	1e-05	0.00481316173863514	0.0418139788317926	0.0259555569225527	0.0505703119999674	10
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	M	ALPHA	FECUNDITY	0.000123913820847262	1e-05	0.00484836496993856	0.0444968358668637	0.0237211015182539	0.0503121023017226	11
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	M	ALPHA	FECUNDITY	0.000126245904241044	1e-05	0.00488348173682247	0.0469570412662066	0.0217047461847420	0.0500086752620196	12
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	M	ALPHA	FECUNDITY	0.000128495690382268	1e-05	0.00491824087058486	0.0492131416061366	0.0198851319135287	0.0496705461348264	13
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	M	ALPHA	FECUNDITY	0.000130660666532208	1e-05	0.00495242112071491	0.0512821318221816	0.0182429975461127	0.0493066729739706	14
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	M	ALPHA	FECUNDITY	0.000132739012142999	1e-05	0.00498584430506071	0.0531795856812006	0.0167609731993410	0.0489246550170558	15
0.85	0.15	0.1	0.1	5.0	20.0	5.0	20.0	0.1	0.82	M	ALPHA	FECUNDITY	0.000134729565764299	1e-05	0.00501836929638414	0.0549197752183663	0.0154233940773761	0.0485309076314228	16
